chatId,n_turns,duration_minutes,total_words,avg_prompt_len,question_ratio,avg_unique_ratio,label_switch_count,unique_help_types,dominant_help_type,dominant_sentiment
59d57e18-72d1-4d8a-9930-adbb42bc292e,26,9190.4,1433,55.11538461538461,0.19230769230769232,0.8088517624094155,13,5,conceptual_questions,NEUTRAL
58a40c80-cba6-4250-9391-83fd48b8f9ad,4,0.64,24,6.0,0.75,0.975,2,3,contextual_questions,NEUTRAL
2090c771-1c6a-43da-ad4d-142ce2ea8e5c,28,4597.02,3544,126.57142857142857,0.4642857142857143,0.8053637178356297,19,7,writing_request,NEUTRAL
ba2a5f61-49bd-4f3a-9e33-09e16138d9cc,1,0.0,87,87.0,0.0,0.7701149425287356,0,1,writing_request,NEUTRAL
db4c15e9-c1d9-4546-a2b6-7e5eb1f9ea0b,4,84.6,73,18.25,0.5,0.9449013157894737,2,3,verification,NEUTRAL
0c2e7765-fcf3-43d0-a111-21364d52163c,4,7.02,36,9.0,0.5,0.9833333333333334,1,2,conceptual_questions,NEUTRAL
115422a6-4311-4d7e-8213-63636b816855,14,63.04,970,69.28571428571429,0.07142857142857142,0.7401172105857023,8,4,provide_context,NEUTRAL
4b70b501-0a5c-4dcd-8606-4715af4534e1,6,63.88,71,11.833333333333334,0.3333333333333333,0.9369318181818181,3,3,conceptual_questions,NEUTRAL
83e1d4f3-e4cb-4ce4-8e65-52a10c7c1c64,19,133.26,308,16.210526315789473,0.15789473684210525,0.8939956294532895,13,4,conceptual_questions,NEUTRAL
2fc5ec29-8999-42ed-a074-7b80465f1fcc,4,7.96,103,25.75,0.0,0.8882134067737022,3,2,conceptual_questions,NEUTRAL
1541048f-f05e-4f01-b967-39c3bd6ae448,7,25.72,72,10.285714285714286,0.8571428571428571,0.9617346938775511,2,2,conceptual_questions,NEUTRAL
2927c7ac-43bc-4501-8d80-eb37add9b777,33,5803.49,754,22.848484848484848,0.0,0.9205500579300542,19,5,writing_request,NEUTRAL
1e863dd3-5ef5-4336-b841-9802e9c2810a,9,19.11,76,8.444444444444445,0.6666666666666666,0.9891975308641976,5,3,conceptual_questions,NEUTRAL
34a63125-252f-4e6a-9a86-149d1b7c67e8,8,32.39,246,30.75,0.125,0.9068654885985517,6,4,conceptual_questions,NEUTRAL
31b2b0a3-e613-4a19-ae84-9887428a9373,8,270.68,241,30.125,0.0,0.8823144818568159,5,4,contextual_questions,NEUTRAL
8de95393-2a0c-4d7c-9526-81b8ca6fb65a,1,0.0,10,10.0,0.0,1.0,0,1,conceptual_questions,NEUTRAL
2d7f6457-30f0-4878-98a9-c450b2ade440,1,0.0,2671,2671.0,1.0,0.40321976787719954,0,1,provide_context,NEUTRAL
b8c4e5d9-2337-47ab-b06e-8dc9a9650124,1,0.0,23,23.0,0.0,0.9565217391304348,0,1,writing_request,NEUTRAL
877cbde6-a0d2-43ff-b5fc-49ce4b4188ec,4,1139.33,435,108.75,0.25,0.7193166459731761,3,3,contextual_questions,NEUTRAL
735cbf42-5444-4cf2-886b-d68440cea00b,6,119.39,281,46.833333333333336,0.16666666666666666,0.8386411553868859,2,2,writing_request,NEUTRAL
f0f56c47-6509-4111-b604-9e3c9c0e6754,3,13.55,396,132.0,0.0,0.6905941977225295,0,1,editing_request,NEUTRAL
b3faa950-ffbc-46e2-aed3-22beec8c6351,6,34.47,325,54.166666666666664,0.0,0.757266270683957,4,4,conceptual_questions,NEUTRAL
fb530c83-36d6-4df4-9c5d-295aa5675ac6,5,16.9,563,112.6,0.2,0.8259298789697324,3,2,writing_request,NEUTRAL
9bca8627-7cba-4ac7-8298-fe1aa7044c27,35,2714.61,4336,123.88571428571429,0.02857142857142857,0.6923099370956929,16,5,writing_request,NEUTRAL
0ec8fd3c-de5c-466b-bb17-531ac1110187,5,2441.9,3074,614.8,0.4,0.6546228190387537,0,1,writing_request,NEUTRAL
2b70e41c-029e-4473-9894-ad5123d20cdd,2,11.74,62,31.0,0.0,0.953125,0,1,writing_request,NEUTRAL
233876cb-309b-497d-86d9-44984b1c57db,4,14.14,64,16.0,0.5,1.0,3,3,writing_request,NEUTRAL
6d6c8636-2d6f-4516-aa60-684eeac2936f,1,0.0,93,93.0,0.0,0.6666666666666666,0,1,writing_request,NEUTRAL
99f9c067-0fff-4a2b-930a-d568fa8e6033,6,40.62,72,12.0,0.3333333333333333,0.9946236559139785,4,2,conceptual_questions,NEUTRAL
f64700e3-92c5-41a3-adb0-1a2900fc65ae,4,69.4,124,31.0,0.5,0.956989247311828,3,3,conceptual_questions,NEUTRAL
cd13c1dd-e7b5-4cad-b8d1-07bc9011830d,2,0.87,420,210.0,0.5,0.6405765544010793,1,2,writing_request,NEUTRAL
404cc53e-74ce-4039-9149-07100dab47e5,17,230.8,255,15.0,0.058823529411764705,0.9716099554575931,6,4,conceptual_questions,NEUTRAL
5ff817c8-c1d5-4263-9fa2-5c23b5a3023e,5,18.27,2283,456.6,0.6,0.6466954600358735,2,3,provide_context,NEUTRAL
c0a36f63-d74c-45f7-bf25-9b56af4822d0,27,147.87,1229,45.51851851851852,0.037037037037037035,0.8986995915175096,18,5,conceptual_questions,NEUTRAL
29bda22b-c3df-4c77-acb9-fc61209e5fbe,7,10061.88,15,2.142857142857143,0.0,1.0,2,2,misc,NEUTRAL
96c01a5a-2feb-442f-852b-57df406a7b23,16,11470.99,2689,168.0625,0.125,0.7000041636409958,10,5,writing_request,NEUTRAL
ecb98586-7384-4c9c-986b-9b64d226b60b,1,0.0,397,397.0,0.0,0.4433249370277078,0,1,writing_request,NEUTRAL
b049a88b-acf8-4f4c-9b41-bd7a2dc5dfae,7,45.55,199,28.428571428571427,0.14285714285714285,0.9202612905844899,2,2,writing_request,NEUTRAL
b720cfc2-142e-4142-b6a7-a3bf6c3b33a2,3,7.86,2269,756.3333333333334,0.3333333333333333,0.5729007190726478,2,3,writing_request,NEUTRAL
d1fd4f1f-b040-437f-986c-da82a391a68e,22,5502.07,4995,227.04545454545453,0.18181818181818182,0.7612896806575324,9,5,provide_context,NEUTRAL
c7d57d22-741b-4c3d-b7ba-ebd8c8ade48b,1,0.0,8,8.0,0.0,1.0,0,1,provide_context,NEGATIVE
09fdbeb6-53a8-4a5b-96fd-dc21eccbe507,2,0.19,114,57.0,0.0,0.8783783783783784,1,2,writing_request,NEUTRAL
d5563b6d-2ba0-429c-a71b-9da6e32ffe0e,4,2974.06,24,6.0,0.25,1.0,0,1,conceptual_questions,NEUTRAL
f50461df-755d-4bd2-bd91-e64284a1c877,3,3.04,83,27.666666666666668,0.0,0.8374727668845315,1,2,provide_context,NEUTRAL
d8c87ca9-d0e9-4965-8036-d732a653339d,18,5994.58,500,27.77777777777778,0.05555555555555555,0.902221395413219,15,5,writing_request,NEUTRAL
d05bba62-d9a6-4778-bdbb-bdc7f3a8191c,3,0.86,308,102.66666666666667,0.3333333333333333,0.8394648829431438,1,2,editing_request,NEUTRAL
04e1bef0-5af2-415a-b9b3-52c5423a59ce,13,590.98,329,25.307692307692307,0.0,0.9656695156695156,4,3,conceptual_questions,NEUTRAL
bdbc05e9-4707-4323-95bb-04ba493422ea,2,53.49,57,28.5,0.0,0.8113207547169812,1,2,verification,NEUTRAL
dc489ef4-7ab6-46c4-bba1-8dd02518fa9b,8,1371.86,197,24.625,0.0,0.9036327296876198,4,3,conceptual_questions,NEUTRAL
d2e3fa6f-3e8b-4d4a-b77d-242974559925,1,0.0,60,60.0,0.0,0.8,0,1,writing_request,NEUTRAL
37ba4f9e-96db-4f64-88b6-0e10747fe81d,1,0.0,85,85.0,0.0,0.7764705882352941,0,1,provide_context,NEUTRAL
1499c655-712d-4d78-83ca-de7fe1ab25b1,3,8.19,139,46.333333333333336,0.0,0.8879310344827586,1,2,writing_request,NEUTRAL
50cd53c6-d610-48a3-a88e-03da9c4efc74,9,1253.4,634,70.44444444444444,0.0,0.8600481623312155,5,3,writing_request,NEUTRAL
6e404f12-b3a4-461a-b6ad-411944ee19c6,5,47.86,203,40.6,0.4,0.84829823198867,3,2,conceptual_questions,NEUTRAL
73509138-4921-43a2-8e5a-532136408683,5,110.96,265,53.0,1.0,0.7696548921655408,0,1,writing_request,NEUTRAL
2899a075-23d9-4cd1-bf52-9b8a53452e61,7,179.83,365,52.142857142857146,0.0,0.8557236970074447,5,4,contextual_questions,NEUTRAL
bc155b6e-47e7-4998-b4fa-5440f2adea32,19,171.27,996,52.421052631578945,0.2631578947368421,0.8607630144548772,15,6,writing_request,NEUTRAL
85a8ee7e-3651-4c2e-8c7d-8a71d069fd65,9,38.81,971,107.88888888888889,0.4444444444444444,0.7169906008389938,6,5,writing_request,NEUTRAL
ca4136c9-8e54-4cae-99d6-3b4b613762ab,2,5.92,56,28.0,0.5,0.9411764705882353,1,2,writing_request,NEUTRAL
d61772c9-f1b5-48f2-9d91-2a3c0aec8e1e,5,3.56,79,15.8,0.8,0.9550000000000001,3,3,contextual_questions,NEUTRAL
4cee5912-c7eb-4f26-aea8-3c442eb00fc2,2,59.86,124,62.0,0.0,0.7105765559373807,0,1,writing_request,NEUTRAL
f0b5052a-ee5b-4483-81ed-85523516ca64,6,126.97,929,154.83333333333334,0.0,0.6967091668799773,1,2,writing_request,NEUTRAL
05515f67-9a40-4999-b025-085c82ac9ee2,48,190.5,963,20.0625,0.1875,0.9257373468237587,35,5,provide_context,NEUTRAL
2ebef847-4547-403a-90f5-90a2e5f279f8,3,11.7,536,178.66666666666666,0.0,0.712424353668847,1,2,writing_request,NEUTRAL
203efa02-01a8-4255-bd66-ffd4204e5480,1,0.0,16,16.0,1.0,1.0,0,1,conceptual_questions,NEUTRAL
64ee280f-5cc6-4ab5-a530-efe09da98741,20,40.64,705,35.25,0.15,0.8681605020883959,7,4,writing_request,NEUTRAL
ff472ef3-bd49-4d7e-aacf-828c18de7d6b,3,0.48,177,59.0,0.3333333333333333,0.8928571428571429,1,2,writing_request,NEUTRAL
224fa4a8-6424-4d99-94cf-9fd71e4b2f74,1,0.0,177,177.0,1.0,0.6666666666666666,0,1,conceptual_questions,NEUTRAL
549ae4a4-1994-4a44-94c0-fb195d6d6b3f,2,0.54,15,7.5,0.0,1.0,1,2,conceptual_questions,NEUTRAL
9fa9a84e-3388-417a-a036-e842d02431ec,5,3.14,343,68.6,0.6,0.8123767218557905,4,4,contextual_questions,NEUTRAL
342b0a05-22fb-487b-8552-fff26c1d14fc,10,359.98,2812,281.2,0.0,0.7029291809964717,4,2,writing_request,NEUTRAL
433d613f-a2a3-43c1-92fc-9036b20dd362,8,837.81,2220,277.5,0.0,0.7543028773074228,4,3,provide_context,NEUTRAL
81f0a3aa-d363-46d4-8d2e-5d690d351d8e,17,288.65,551,32.411764705882355,0.058823529411764705,0.9241214917339485,8,3,conceptual_questions,NEUTRAL
d29b280a-05d0-4cc9-a033-0cf9a66d0398,4,17.63,532,133.0,0.0,0.7725594227504244,1,2,writing_request,NEUTRAL
3042bb0f-f025-4d67-982b-0185eb9be86e,10,12.07,1389,138.9,0.1,0.9045831208809305,7,6,writing_request,NEUTRAL
b52bf15b-188b-4f87-87e7-77a343e10b62,15,26.57,2463,164.2,0.4,0.8264690510272348,11,5,writing_request,NEUTRAL
3e435498-85bc-418b-bbd6-08c0eb5a12fe,18,9573.51,936,52.0,0.05555555555555555,0.8135226249767658,10,5,writing_request,NEUTRAL
8a41a474-c78d-4fbb-9276-e7deae79a386,4,2.92,378,94.5,0.0,0.4416781135531136,0,1,writing_request,NEUTRAL
a835fba5-fb6e-4bd2-9313-f7187bf64d3f,1,0.0,49,49.0,0.0,0.9183673469387755,0,1,writing_request,NEUTRAL
e6084dc5-a073-4c39-879b-caf16dde5d96,1,0.0,49,49.0,1.0,0.7755102040816326,0,1,writing_request,NEUTRAL
d40b1142-e102-4f58-ba5a-1a0d8d8cd44f,2,7.28,99,49.5,0.0,0.8936170212765957,0,1,writing_request,NEUTRAL
28cfc6e3-a13d-44aa-a20f-ec589162e8bb,1,0.0,18,18.0,1.0,1.0,0,1,editing_request,NEUTRAL
9cb89535-10f8-4e5f-87c7-3ec137ef0ee2,7,21.98,754,107.71428571428571,0.0,0.748160632965729,2,3,writing_request,NEUTRAL
fef7687f-075e-4237-a438-93bd6c9bca5d,4,9.74,2168,542.0,0.25,0.77101795313397,2,3,writing_request,NEUTRAL
63b94046-6741-416b-b9a4-1a54967baaf9,6,3110.32,26,4.333333333333333,0.16666666666666666,1.0,5,4,conceptual_questions,NEUTRAL
5a778a9a-def4-42ed-a1e6-8fb5fa60882c,10,253.71,103,10.3,0.4,0.9870445344129555,3,2,conceptual_questions,NEUTRAL
eadc2a1c-1f31-493f-9595-9abda07f2b5e,1,0.0,11,11.0,0.0,1.0,0,1,conceptual_questions,NEUTRAL
07b8b928-f815-466f-a7cb-5d70584aae1f,15,991.2,421,28.066666666666666,0.26666666666666666,0.9022561315815518,10,4,conceptual_questions,NEUTRAL
7bac0d86-9fcf-4ab5-ace3-577cf0427dfc,1,0.0,4,4.0,0.0,1.0,0,1,misc,NEUTRAL
ddd0b0a4-dd24-4d91-af6c-3b0edb0de4e7,10,380.98,173,17.3,0.7,0.9408275809605382,3,2,conceptual_questions,NEUTRAL
2ad20cd4-ec64-44a7-9eea-f9b47abc85cc,4,2.23,32,8.0,0.0,0.9583333333333334,1,2,writing_request,NEUTRAL
7241a92e-d9ee-4dae-9e5c-93a3ef21c58a,9,20.9,1116,124.0,0.2222222222222222,0.6916040998067806,4,3,provide_context,NEUTRAL
8c194289-3134-4c95-99e4-685c56734bf0,13,1668.87,226,17.384615384615383,0.07692307692307693,0.9668700530238993,7,4,conceptual_questions,NEUTRAL
285da207-9f95-4f4f-a8fb-f6435b32da5e,4,895.58,28,7.0,0.0,1.0,0,1,conceptual_questions,NEUTRAL
11c09f7b-6c82-4c6f-86ed-9966232abed0,20,224.85,588,29.4,0.25,0.9299222621776189,15,4,writing_request,NEUTRAL
be4baba3-47e0-471b-b4c3-3737eba1b322,5,140.36,364,72.8,0.8,0.8481524017001929,2,3,contextual_questions,NEUTRAL
c949338f-978f-43ea-b679-27fe5fa1a0ea,1,0.0,5,5.0,0.0,1.0,0,1,writing_request,NEUTRAL
da19980d-7b00-4254-bb7a-1da73d757d3b,3,16.19,34,11.333333333333334,0.6666666666666666,0.9249084249084248,2,3,contextual_questions,NEUTRAL
5dc5733e-abee-4658-96f8-d940b5f36a76,1,0.0,74,74.0,1.0,0.7432432432432432,0,1,conceptual_questions,NEUTRAL
47876d9a-a342-471c-a9f0-223492c89c81,12,61.16,661,55.083333333333336,0.0,0.8495937466425462,7,3,writing_request,NEUTRAL
418fe21d-2e28-419e-9195-a5a6df5be321,4,8.13,63,15.75,0.0,0.9652777777777778,2,3,provide_context,NEUTRAL
10510a97-194b-496f-bf87-e211a6cb987f,11,1613.91,1115,101.36363636363636,0.09090909090909091,0.8068521742112903,4,3,writing_request,NEUTRAL
49f8186f-1478-404e-9b47-96a03e5d39fb,3,11.1,103,34.333333333333336,0.0,0.6426127635805056,1,2,provide_context,NEUTRAL
c34d1e2b-5733-49cd-bc50-f45fbe9a465c,2,1.22,54,27.0,1.0,0.8852813852813852,0,1,conceptual_questions,NEUTRAL
65db393b-5933-479f-9816-d0ca2ed93695,6,16.45,229,38.166666666666664,0.5,0.9111861861861862,5,4,writing_request,NEUTRAL
603ff557-0ac2-4afa-8252-8136b88f4b2d,2,2.43,23,11.5,0.0,1.0,1,2,writing_request,NEUTRAL
16da9ba1-b045-41a7-bc12-bb0b62538665,14,4993.19,876,62.57142857142857,0.14285714285714285,0.8098423615918026,9,5,contextual_questions,NEUTRAL
452f233e-c918-4539-829e-4a9e0a57f60e,14,31.99,1528,109.14285714285714,0.14285714285714285,0.9011005281054584,10,5,writing_request,NEUTRAL
46f007ec-1c32-4721-9f75-e8ab6fa9b1a1,1,0.0,1,1.0,0.0,1.0,0,1,off_topic,NEUTRAL
2c42af92-c808-434b-a7b3-5d171bb82737,32,338.99,1837,57.40625,0.15625,0.7926859798985374,24,6,conceptual_questions,NEUTRAL
2ce15e5e-5717-4f64-a7a7-a2e43927c24f,26,10155.31,1354,52.07692307692308,0.23076923076923078,0.8300257904122075,20,6,writing_request,NEUTRAL
5bd5511c-c4fc-44bc-8114-9ebe86c1f6f1,57,201.24,2567,45.03508771929825,0.12280701754385964,0.8783135783569722,47,8,writing_request,NEUTRAL
fdabc0e5-9e4a-49b4-be1d-b55fd9ed139d,1,0.0,9,9.0,0.0,0.8888888888888888,0,1,conceptual_questions,NEUTRAL
da27c64a-1933-4771-8fc5-7a1987c1113d,1,0.0,292,292.0,0.0,0.4554794520547945,0,1,writing_request,NEUTRAL
e2e2baaf-a385-4fce-a3ef-f1cf46ff9dc5,4,31.67,186,46.5,0.75,0.8394321547574972,2,2,conceptual_questions,NEUTRAL
ab0e1aa3-013e-4101-b238-f3a921ed3685,1,0.0,433,433.0,0.0,0.45958429561200925,0,1,writing_request,NEUTRAL
1021dfeb-d88b-49b0-8589-19a816858f85,3,1240.31,303,101.0,0.6666666666666666,0.7720292936451689,1,2,writing_request,NEUTRAL
d72f5cff-f0f5-4982-9db2-26f0d03aa6cf,39,296.47,1547,39.666666666666664,0.07692307692307693,0.8919317277457415,25,5,writing_request,NEUTRAL
3e2ecba4-97b4-478e-8f9b-3d70c737bbde,3,6.48,273,91.0,0.0,0.6177985038375595,2,3,contextual_questions,NEUTRAL
c7620c03-7e8a-4c84-a01e-52a5e4d43bb2,1,0.0,132,132.0,1.0,0.6590909090909091,0,1,writing_request,NEUTRAL
9ba76a7d-8766-4122-85a4-1c944c065d3d,3,7.5,129,43.0,0.0,0.90041928721174,2,3,editing_request,NEUTRAL
117c880c-b94b-4bb8-9a50-6494adad84dd,7,23.45,129,18.428571428571427,0.14285714285714285,0.967687074829932,4,3,conceptual_questions,NEUTRAL
ee77863e-5f77-437a-92e6-8ad1a55eef61,10,127.0,679,67.9,0.4,0.8163823547696897,8,5,editing_request,NEUTRAL
9986c04d-7825-4a21-beaf-bee9ddf4964b,1,0.0,60,60.0,1.0,0.85,0,1,conceptual_questions,NEUTRAL
ee7aad17-c996-4e1b-bd87-57dae4bc072e,5,5.24,238,47.6,0.0,0.8906011396011395,3,3,provide_context,NEUTRAL
a85cdd35-e452-45d2-9021-9cb2b8789446,30,154.92,1997,66.56666666666666,0.1,0.8070302942406292,18,5,conceptual_questions,NEUTRAL
e513ba61-e105-474a-990f-746b03e58c18,15,1045.83,1490,99.33333333333333,0.7333333333333333,0.7948457086311216,8,5,writing_request,NEUTRAL
42c61701-29df-4cd4-89c0-8bbda9df2cd2,26,1765.32,3604,138.6153846153846,0.0,0.7132989643980902,19,7,provide_context,NEUTRAL
e093883e-d0bc-4824-ac34-07090909dc8c,4,11.28,1270,317.5,0.0,0.6425885553133188,1,2,conceptual_questions,NEUTRAL
cc52bdfd-819e-4d62-a155-d7134afe793e,1,0.0,1,1.0,0.0,1.0,0,1,off_topic,NEGATIVE
7d20759e-eaad-4413-9da7-4af0bc9eecdd,2,0.33,109,54.5,0.0,0.8074581430745814,0,1,provide_context,NEUTRAL
e44a595e-ab7f-4e01-8d4e-a093c0e32bc0,1,0.0,23,23.0,0.0,1.0,0,1,writing_request,NEUTRAL
d45dbe16-fb82-43d8-92e7-0dbde152a2e4,2,27.9,245,122.5,0.5,0.73342175066313,1,2,provide_context,NEUTRAL
b833f8a1-7f35-4302-85d0-88b60129d29a,14,339.26,741,52.92857142857143,0.5,0.9049913535064269,11,4,conceptual_questions,NEUTRAL
eb9eb9a4-58f5-4114-bb37-b14fd12be553,4,3.15,349,87.25,0.0,0.6904377330295418,2,2,writing_request,NEUTRAL
87661675-2375-49ac-b8c8-dd2a1df1dc33,4,62.54,51,12.75,0.5,0.8864583333333333,0,1,conceptual_questions,NEUTRAL
144ba478-9104-47ea-a991-e814cbc715a1,1,0.0,7,7.0,0.0,1.0,0,1,contextual_questions,NEUTRAL
131906a0-9c39-453a-9ef9-64efb135c68b,3,6.65,77,25.666666666666668,0.3333333333333333,0.8623072833599149,2,3,conceptual_questions,NEUTRAL
099ed0d5-e6d0-4c79-bf8d-99baf2634780,13,5800.58,157,12.076923076923077,0.0,0.9365634365634368,4,3,conceptual_questions,NEUTRAL
149a3b57-dcb2-4092-8533-76784a6158d3,30,6396.38,3820,127.33333333333333,0.0,0.7701429519739681,24,6,provide_context,NEUTRAL
d1abf3ef-0d6b-46f0-8c6b-03c81aa80173,2,1.27,28,14.0,0.0,0.9473684210526316,0,1,conceptual_questions,NEUTRAL
a57f0276-466e-4587-8b3f-62d90e050992,1,0.0,253,253.0,1.0,0.6600790513833992,0,1,writing_request,NEUTRAL
0c733945-9960-4060-a83b-c164f9237363,2,4.18,1001,500.5,1.0,0.7527693856998994,1,2,verification,NEUTRAL
669e8a59-3742-4462-bd22-64f372917438,33,2892.85,3106,94.12121212121212,0.5757575757575758,0.8796888145999181,28,6,conceptual_questions,NEUTRAL
3db55ad6-7ef4-4f16-ac86-97ef0496722b,5,7.8,73,14.6,0.2,0.9568376068376068,3,3,provide_context,NEUTRAL
901fbe12-f9fb-4389-b6e1-dfcd13c70314,11,1293.13,1350,122.72727272727273,0.5454545454545454,0.7530029434652598,9,4,verification,NEUTRAL
173e8885-8e75-45d6-8364-966c87cf1a01,6,17.14,1291,215.16666666666666,0.16666666666666666,0.7284068245038959,4,4,provide_context,NEUTRAL
d62bd5d8-e1a8-4d81-9d77-0093b27b0c43,12,386.17,961,80.08333333333333,0.0,0.8726955918041198,6,4,provide_context,NEUTRAL
fac09208-95fb-4458-b248-96743b04b047,53,7165.43,1038,19.58490566037736,0.03773584905660377,0.9422563347522953,33,6,conceptual_questions,NEUTRAL
9578fd66-4214-4119-8357-9ae641ae16c8,1,0.0,7,7.0,0.0,1.0,0,1,contextual_questions,NEUTRAL
d45346db-b0b0-4ace-a152-95d34bc5a960,2,0.28,17,8.5,0.0,1.0,0,1,writing_request,NEUTRAL
cbe9b2ff-d86a-4c84-96e0-850cf5f6f023,10,48.69,145,14.5,0.4,0.9464918414918415,5,4,conceptual_questions,NEUTRAL
3d2b8618-2aec-4894-b534-c31ddc1575b3,3,4.97,9271,3090.3333333333335,0.6666666666666666,0.5729607608267994,2,2,writing_request,NEUTRAL
0ddf35ff-e886-4e94-9d85-d5d3286f92cc,14,1391.12,1159,82.78571428571429,0.07142857142857142,0.8444094615181984,7,3,writing_request,NEUTRAL
96b31089-15fa-4110-b0b2-6635e8869186,1,0.0,31,31.0,1.0,0.6774193548387096,0,1,conceptual_questions,NEUTRAL
4c8a7959-1a5e-41b2-b8ed-eabc1d67d1dd,2,12.3,699,349.5,1.0,0.7024434571890146,1,2,writing_request,NEUTRAL
2c58a3fb-0b0d-4045-a758-1ff5d46376b7,11,1249.03,560,50.90909090909091,0.5454545454545454,0.7844928735266006,6,3,writing_request,NEUTRAL
3d954eee-65de-4970-89f9-38899b33c285,1,0.0,21,21.0,0.0,0.9047619047619048,0,1,contextual_questions,NEUTRAL
1bd2bc4f-af9c-4b5b-81a0-80b10844ef0a,5,10.81,591,118.2,0.8,0.8238213003589948,2,3,writing_request,NEUTRAL
441f15dd-e8a1-4368-a942-b677ddef6dc4,4,1.06,1130,282.5,0.25,0.8090273240273239,3,3,provide_context,NEUTRAL
3b479063-28c4-41ac-99f4-79bae9a74bf4,7,182.41,267,38.142857142857146,0.14285714285714285,0.8313194243214527,5,5,conceptual_questions,NEUTRAL
0a6c8c81-9eef-4232-b92e-9bee4bd87241,1,0.0,387,387.0,0.0,0.4134366925064599,0,1,writing_request,NEUTRAL
641ecda0-7295-4cfb-a183-ecd34db29c51,5,24.44,1006,201.2,0.6,0.6972070525823062,2,2,writing_request,NEUTRAL
6485f7b3-025c-4906-9f1b-85645c62ac36,7,966.05,75,10.714285714285714,0.0,0.9571161798052553,2,3,conceptual_questions,NEUTRAL
286ffd6c-4172-4001-a20d-c1dc1892919e,1,0.0,5,5.0,1.0,1.0,0,1,contextual_questions,NEUTRAL
f7f03df5-dd2f-4d81-9b3b-66273956d602,2,6.83,17,8.5,0.0,1.0,0,1,conceptual_questions,NEUTRAL
c770198f-689c-48a3-b739-27a7e1a0e4d5,7,18.32,836,119.42857142857143,0.0,0.7863255722084299,4,3,writing_request,NEUTRAL
3d027a08-90f7-43f7-8f34-1d93c6800027,2,2.34,16,8.0,0.0,1.0,0,1,conceptual_questions,NEUTRAL
5a38f8ee-3b7b-4081-8ab8-ccbd3cc63628,2,0.3,47,23.5,0.0,0.7619047619047619,1,2,writing_request,NEUTRAL
d7993e46-bf32-4a7b-96cb-9052d33c8019,5,24.3,2185,437.0,1.0,0.7307682157200229,3,3,contextual_questions,NEUTRAL
1ffab34c-136c-44c4-a3fb-974644032d16,3,11.07,174,58.0,0.0,0.8714703425229741,2,3,writing_request,NEUTRAL
29c94230-6bda-431d-ab95-71f71d5a549a,2,1.43,9,4.5,0.0,1.0,0,1,conceptual_questions,NEUTRAL
7d9e7266-87e6-4efc-ac7a-a1077697c4b6,16,4107.87,1796,112.25,0.25,0.6848043583157518,11,5,writing_request,NEUTRAL
2914c156-a1fe-4cc8-a8a0-9501431c09d0,1,0.0,1979,1979.0,1.0,0.3724103082364831,0,1,writing_request,NEUTRAL
94841bbc-14c9-4dd4-927c-d3b1db6440db,13,27.89,429,33.0,0.38461538461538464,0.8955874979462778,10,5,conceptual_questions,NEUTRAL
43ad8e05-6dc4-4cb4-88e8-723471dd8eb6,2,6.26,6,3.0,0.0,1.0,0,1,conceptual_questions,NEUTRAL
14e5c65f-73e5-47b7-814c-66419ce07b6e,2,380.85,89,44.5,0.0,0.8658974358974358,1,2,writing_request,NEUTRAL
181bf5b2-4f78-4d88-9403-b27aef32e19f,17,899.57,2280,134.11764705882354,0.35294117647058826,0.6243725743943228,10,5,writing_request,NEUTRAL
5b538ad8-2e01-44f3-9d96-d15567038703,5,39.27,97,19.4,0.0,0.8730656770130455,3,3,conceptual_questions,NEUTRAL
1863cd8d-a266-4a14-828a-ab7e943ed851,11,30.69,400,36.36363636363637,0.6363636363636364,0.7976801300039505,5,6,conceptual_questions,NEUTRAL
456f3c9a-c2eb-4527-b3eb-a5931492e8b5,2,1.75,37,18.5,0.0,0.9473684210526316,1,2,writing_request,NEUTRAL
a07c9954-b641-42bc-8e30-ffc31363ec36,2,2652.35,189,94.5,0.0,0.5009398496240601,0,1,writing_request,NEUTRAL
37e0efa5-ff31-4aaa-a945-a3d26ee9ad36,1,0.0,2150,2150.0,0.0,0.24883720930232558,0,1,provide_context,NEUTRAL
ee9e86a2-5a5a-418a-9ea5-9aac4305560c,5,1316.68,1390,278.0,0.2,0.6295113748619585,2,3,writing_request,NEUTRAL
8982672f-4b2e-4d3c-86e7-74a1ca852d93,2,1171.67,140,70.0,0.5,0.7908945321436742,1,2,verification,NEUTRAL
93796790-cae3-4b5f-8091-de0c82b8f76a,9,21.87,1163,129.22222222222223,0.3333333333333333,0.7943206640111673,4,4,writing_request,NEUTRAL
dc8b5696-c3d2-4836-8ee7-293ae07ddd8d,3,60.91,602,200.66666666666666,0.3333333333333333,0.8265151515151515,2,2,writing_request,NEUTRAL
3bb46a53-b446-4179-96cc-fd07ec2cc865,3,2.6,160,53.333333333333336,0.3333333333333333,0.8221515326778485,0,1,writing_request,NEUTRAL
c548701e-d4d2-4eac-bd24-029736497be3,2,11.0,125,62.5,0.0,0.8405172413793103,0,1,writing_request,NEUTRAL
ff0d3b98-c4bf-461a-b050-bcb142a95ea8,1,0.0,14,14.0,0.0,0.9285714285714286,0,1,writing_request,NEUTRAL
06b7ef96-cc37-4f73-8808-dd5a30d93202,12,310.76,89,7.416666666666667,0.0,0.983251633986928,9,6,conceptual_questions,NEUTRAL
